nome,perfil_risco,Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,propensao_esg,ESG_Label_Predito,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa,ValorEmCaixa
Natália 7157,Moderado,44,10531.910325473493,15,703341.197040164,13,0,Brasil,13.75,0,5,2,3,0,0,0,0,4,0.0,0.0,0,,Multimercado,177,0,7963.900280442078,0.1091925081125582,0.0017477070673501903,0.1915308644975177,0.14463604772979918,0.5528928725927748,7963.900280442078
Paula 8169,Agressivo,36,2000.0,100,1408561.5688522886,1,1,Brasil,13.75,0,0,3,4,0,0,1,0,0,0.0,0.2,0,Baixa,Renda Variável,355,1,4434.260948111501,0.012555535926093375,0.27533792090842096,0.10108279662656322,0.24058179586025535,0.37044195067866714,4434.260948111501
Eduardo 4547,Conservador,62,13605.718637469849,3,47432.383893165366,13,1,Brasil,5.0,1,10,3,3,1,1,0,0,7,30613.989422981624,0.6,1,Média,ETF,309,1,82344.45856888598,0.28435268243937,0.22025623909317857,0.10636173004816506,0.14742388448632357,0.24160546393296278,82344.45856888598
Rafael 3904,Conservador,29,9424.51195556659,24,1344241.8666083454,10,1,Brasil,13.75,0,1,2,3,0,0,0,0,0,0.0,0.0,0,,Renda Variável,507,0,47490.15992808102,0.22650348735043369,0.2512818060009321,0.1718429752685394,0.2329154744070132,0.1174562569730816,47490.15992808102
Bianca 8246,Moderado,37,16444.58086081785,41,214766.49069221294,15,1,Brasil,13.75,0,6,1,1,0,0,0,0,5,0.0,0.0,0,,ETF,1114,0,135680.6776287138,0.062385113828566534,0.0496350999730894,0.08511816549482572,0.03599312725342108,0.7668684934500973,135680.6776287138
Natália 8658,Agressivo,18,13560.770442421612,63,138887.82845737942,15,1,Brasil,5.0,0,4,1,2,0,0,0,0,2,0.0,0.0,0,,Renda Fixa,5,0,92577.65272707348,0.3848702738711951,0.22274935214798944,0.08029930232644317,0.11520396797582301,0.19687710367854927,92577.65272707348
Sofia 4478,Moderado,38,16496.3835788065,48,1452000.3689076398,7,1,Brasil,5.0,0,2,3,2,0,0,0,0,2,0.0,0.0,0,,Multimercado,393,0,48582.35587747226,0.20734805620408264,0.28850445485335924,0.0877820127075232,0.2937400445376503,0.12262543169738471,48582.35587747226
Fernanda 6343,Agressivo,66,7665.613821309849,61,1284280.8842791063,14,0,Alemanha,13.75,1,13,5,4,1,0,0,0,7,90926.91215660181,0.5499999999999999,1,Média,Renda Variável,720,1,149877.59153897993,0.27917715504797275,0.18406893133899535,0.0460431436414172,0.21147005676857333,0.27924071320304145,149877.59153897993
Luca 4574,Conservador,62,16153.544148638532,48,1790922.502476391,8,0,EUA,2.0,1,14,4,4,1,0,1,1,9,33066.46941245102,1.0,1,Alta,Renda Fixa,155,1,73103.53708241922,0.3052836353375633,0.1950253447357576,0.0775844459811608,0.20646488571714108,0.21564168822837726,73103.53708241922
Beatriz 9752,Moderado,18,20423.425377453306,47,1044113.3620432838,19,1,EUA,13.75,0,6,1,1,0,0,0,0,5,0.0,0.0,0,,Multimercado,650,0,63984.38699453939,0.31707664733859603,0.11432859754462239,0.14813691187648334,0.21879777271315085,0.2016600705271474,63984.38699453939
Henrique 9133,Moderado,27,15056.633199727577,56,1064748.6067990626,18,2,Brasil,13.75,0,1,1,1,0,0,0,0,0,0.0,0.0,0,,ETF,1123,0,124488.90599358363,0.3803484193920647,0.040753095629941956,0.11109641232353291,0.2867581537431874,0.18104391891127292,124488.90599358363
Fernanda 2997,Moderado,64,15161.396034769155,105,1416965.4927973356,15,0,Brasil,5.0,0,6,1,2,0,0,0,0,3,0.0,0.0,0,,Renda Fixa,131,0,24961.007085412828,0.011807328394003669,0.24164187776235682,0.16795420434924357,0.16554604237705975,0.41305054711733624,24961.007085412828
Juliana 1635,Conservador,49,12678.39070557974,113,653561.1769429698,9,1,Brasil,5.0,0,3,3,3,1,0,0,0,3,0.0,0.1,0,Baixa,ETF,612,0,21613.2477859297,0.29976756754274975,0.18520110492977693,0.1419249313812658,0.06855943406406739,0.30454696208214016,21613.2477859297
Sofia 3248,Conservador,56,9901.324877738543,117,83455.78628964578,12,0,Alemanha,13.75,0,3,3,3,1,0,0,0,1,0.0,0.1,0,Baixa,Caixa,588,0,129395.71613612515,0.14486941579164844,0.21654103126752614,0.022267595190394476,0.08940146617522284,0.5269204915752081,129395.71613612515
Amanda 3341,Moderado,39,15044.769490806035,76,467791.1931809251,14,1,Brasil,5.0,0,5,1,2,1,0,0,0,4,0.0,0.1,0,Baixa,ETF,530,0,61864.01113259683,0.0742923491609457,0.18813326253458082,0.14387524691590298,0.10661706201668192,0.48708207937188863,61864.01113259683
Bianca 2464,Agressivo,35,5975.6683583917265,119,483646.6896737695,2,0,Brasil,5.0,0,5,2,2,0,1,0,0,4,0.0,0.15,0,Baixa,Renda Variável,348,0,121008.74601456505,0.21087797387740959,0.04408502874624709,0.05585465031580177,0.04322726506173045,0.6459550819988111,121008.74601456505
Beatriz 5105,Moderado,65,10328.979500316735,8,677961.1120536058,5,2,Brasil,2.0,1,11,5,4,1,1,0,1,6,28876.941042907245,0.8999999999999999,1,Alta,Renda Variável,919,1,134719.031871726,0.31068582333978595,0.02309627113958035,0.17052115048109792,0.28588208904562046,0.2098146659939153,134719.031871726
Beatriz 8378,Conservador,63,4915.772790651271,78,1887490.8387505212,5,1,Brasil,13.75,1,13,4,3,0,1,0,0,9,9983.45614282929,0.7,1,Média,Renda Variável,866,1,56713.474390138006,0.10506362964387411,0.14873000805541137,0.10555953500458731,0.18428378545532195,0.45636304184080523,56713.474390138006
Bianca 9023,Moderado,49,9185.374490739669,18,1611637.1693396643,14,0,Brasil,13.75,1,11,3,3,1,0,0,1,8,38152.64035690272,0.75,1,Média,Renda Variável,788,0,64317.1776244523,0.22263429848388838,0.14774022331316725,0.14393738857050467,0.015899848900570047,0.46978824073186964,64317.1776244523
Fernanda 6401,Moderado,44,14568.180367574245,108,1872552.9279583322,4,1,Brasil,13.75,0,2,2,1,0,0,0,0,1,0.0,0.0,0,,Renda Fixa,973,0,74476.31324966183,0.37771042523275317,0.27699157760001397,0.10082910542090628,0.025387225803193757,0.21908166594313283,74476.31324966183
Bruno 4548,Conservador,45,14021.573504881853,110,1997233.084324871,2,0,Brasil,13.75,0,4,3,3,0,0,0,1,2,0.0,0.2,0,Baixa,ETF,552,0,80641.00607092882,0.16452671774210717,0.11213097030711873,0.0468444009666845,0.13100143640607134,0.5454964745780182,80641.00607092882
Felipe 2298,Moderado,35,12203.65478214189,84,873220.2181332186,1,0,Brasil,13.75,0,1,2,2,0,0,0,0,0,0.0,0.0,0,,Caixa,354,0,123769.62275478401,0.04006647750127699,0.017315656264435986,0.16578790365575163,0.28548696378736566,0.4913429987911697,123769.62275478401
Camila 1583,Moderado,56,12681.603976248043,23,461875.9001938062,2,0,Brasil,13.75,1,9,4,4,0,0,1,1,5,43185.24399567768,0.75,1,Média,Renda Fixa,205,1,143045.7647842491,0.2679722706757864,0.22593246495001906,0.09741280715647459,0.10953391148507989,0.29914854573264016,143045.7647842491
Vinicius 9635,Conservador,66,4456.541528543163,69,1124408.2808979456,13,2,EUA,13.75,1,13,5,4,1,1,1,0,9,65537.0131218067,0.9999999999999999,1,Alta,Multimercado,115,1,72345.12243089626,0.05108556779277565,0.25744208946650976,0.11026795905646225,0.11742521729185892,0.46377916639239336,72345.12243089626
Carlos 6674,Conservador,46,10509.75087771634,65,1763457.4837567564,17,0,Brasil,13.75,0,0,1,1,0,0,0,1,0,0.0,0.2,0,Baixa,Renda Variável,823,1,13680.206586332293,0.11328651487046307,0.1867330083228586,0.15387117641587655,0.249609118982203,0.2965001814085988,13680.206586332293
Tiago 7536,Moderado,35,9274.593574259161,109,936806.4034190106,13,2,Brasil,13.75,1,9,4,5,0,1,1,1,7,63604.45308983064,0.8999999999999999,1,Alta,Multimercado,669,1,129734.21010844455,0.33869711802375796,0.05774357660132068,0.18529916696172632,0.01582471269411694,0.4024354257190781,129734.21010844455
Paula 8394,Conservador,61,9363.761237941837,46,1015744.6121187845,17,0,Brasil,13.75,0,0,1,1,0,0,0,0,1,0.0,0.0,0,,Renda Fixa,723,0,131795.08264011072,0.14814419542539656,0.23276111411284567,0.11947977122718034,0.2652354010735694,0.234379518161008,131795.08264011072
Fernanda 5297,Conservador,25,14398.314511255014,66,277533.82079637516,5,0,Brasil,13.75,0,5,1,2,0,0,0,0,3,0.0,0.0,0,,ETF,1197,0,30781.149730188507,0.14152771023234667,0.13512015665890384,0.15497668762867461,0.023902821914677064,0.5444726235653978,30781.149730188507
Bianca 6255,Moderado,48,8557.970693978757,80,846706.4302098445,8,2,Brasil,13.75,0,1,1,1,0,0,0,0,0,0.0,0.0,0,,Renda Fixa,630,0,143248.87459746707,0.08916252427573945,0.2737602946315103,0.08322089464966419,0.16003898749534173,0.3938172989477443,143248.87459746707
Felipe 5087,Moderado,51,9581.276599490357,69,780119.6715190705,12,1,Brasil,13.75,1,8,3,4,1,1,1,1,4,66023.3041233259,0.8999999999999999,1,Alta,Renda Fixa,877,1,130163.36546079363,0.2934098574956074,0.19369288704123652,0.11780168163569178,0.11115784471703508,0.28393772911042925,130163.36546079363
Mariana 5983,Moderado,24,3651.723017161934,22,709860.1207022447,9,1,Brasil,13.75,0,7,1,2,1,0,0,0,4,0.0,0.1,0,Baixa,ETF,14,0,24268.113351782755,0.13077470555259244,0.2322852997046252,0.05823274314992813,0.05570982386874757,0.5229974277241067,24268.113351782755
Letícia 5694,Agressivo,53,10823.507278495323,65,1775724.3531491577,18,1,Brasil,13.75,0,4,2,2,0,0,0,0,3,0.0,0.0,0,,Caixa,336,0,135981.2901365652,0.3016193690733625,0.1909901407168509,0.10646532218134641,0.2907196277442658,0.1102055402841744,135981.2901365652
Rodrigo 6514,Moderado,35,7648.649809145521,12,128009.85209254255,16,0,Brasil,5.0,0,2,1,1,0,0,0,0,0,0.0,0.0,0,,Renda Variável,874,0,69698.68640545844,0.23213946217358572,0.2606400998354914,0.11105749823001115,0.2819861432818939,0.11417679647901768,69698.68640545844
Luca 7441,Conservador,55,12316.811714758574,19,1944572.8939657204,19,1,Alemanha,13.75,0,3,3,3,0,0,0,0,2,0.0,0.0,0,,Multimercado,649,0,42531.80714524136,0.1115250939240322,0.1913176439273065,0.04161614784621131,0.02371030856207834,0.6318308057403716,42531.80714524136
Tiago 8826,Moderado,26,8195.567813030142,118,26411.182293540693,8,1,Brasil,13.75,1,11,5,5,0,1,0,1,6,10988.001844084356,0.8,1,Alta,ETF,134,1,107840.89716194717,0.15714661100846913,0.2763988182157206,0.027113371403138076,0.11083401658435439,0.4285071827883178,107840.89716194717
Vinicius 8513,Conservador,26,12418.168982196865,22,1891732.08776012,7,0,Brasil,2.0,0,6,1,1,0,0,0,0,5,0.0,0.0,0,,Renda Variável,22,0,84628.38784369214,0.28866364508364695,0.20620970794207205,0.1750680370717136,0.030699165074859223,0.29935944482770815,84628.38784369214
Beatriz 4339,Agressivo,63,11421.256957030628,55,1100614.5306487016,9,2,Brasil,13.75,1,14,5,5,1,1,1,1,8,69019.33383310525,1.0,1,Alta,Renda Variável,272,1,126267.90405687473,0.28206320023644543,0.2361043621189687,0.19756030216232265,0.1742850338588716,0.10998710162339154,126267.90405687473
André 3342,Conservador,25,18688.167092169282,106,1407866.0363562305,12,1,Brasil,13.75,0,0,2,3,1,0,0,0,1,0.0,0.1,0,Baixa,Renda Variável,426,0,25616.808135176307,0.10999141750095456,0.24876751310334236,0.15656888684339876,0.06426746358088771,0.4204047189714166,25616.808135176307
Rodrigo 7982,Moderado,68,13988.871921812775,108,382394.3708932952,14,0,Brasil,5.0,0,4,1,1,1,0,0,0,3,0.0,0.1,0,Baixa,Renda Variável,197,0,65544.9971355458,0.27748405429635603,0.29755818818243557,0.10431115027522182,0.26954867229137774,0.05109793495460879,65544.9971355458
Bianca 2706,Moderado,52,4641.448509750788,62,1311880.962643048,10,1,Brasil,5.0,1,11,4,4,0,1,0,1,8,15264.821147996829,0.8999999999999999,1,Alta,Renda Variável,132,1,119137.21245859312,0.1342050860146969,0.0412588784736801,0.1916300024224489,0.0057072958804251115,0.627198737208749,119137.21245859312
Tiago 2005,Conservador,35,6940.444623589166,51,1765095.760370188,16,2,EUA,13.75,1,12,3,2,1,1,1,1,9,42080.409654447074,1.0,1,Alta,Renda Variável,210,1,87644.74922435693,0.3960753826648008,0.053478092063898294,0.18050180567515361,0.1543574575263266,0.2155872620698207,87644.74922435693
Letícia 7102,Moderado,22,12220.832035969333,48,287565.47826896666,2,1,Brasil,5.0,0,7,1,1,1,0,0,0,5,0.0,0.1,0,Baixa,Caixa,605,0,13277.218902354118,0.2598671520932005,0.13329012489944236,0.025838366622177977,0.2923673605900693,0.2886369957951098,13277.218902354118
Luca 3545,Conservador,31,8280.608206429397,17,262892.40842384705,6,1,EUA,13.75,0,3,3,2,1,0,0,0,1,0.0,0.1,0,Baixa,Renda Fixa,182,0,80292.63697207972,0.10602247226212591,0.16601924416327343,0.1684463798182143,0.03127343136717662,0.5282384723892097,80292.63697207972
Mariana 2177,Agressivo,45,2000.0,13,614916.0392074508,11,2,Brasil,2.0,0,6,2,2,0,1,0,0,3,0.0,0.15,0,Baixa,Multimercado,93,0,141343.60513362606,0.011124779409181551,0.27336088222244903,0.1308367726368108,0.1924693532611751,0.3922082124703835,141343.60513362606
Amanda 8421,Agressivo,47,17398.185255334974,103,331834.5260260423,4,1,Brasil,13.75,1,14,3,4,1,1,0,0,8,70529.48458950051,0.7,1,Média,Caixa,114,1,29779.008961884723,0.08586248790090588,0.13784779609871448,0.08088532757177314,0.25267918590803695,0.44272520252056957,29779.008961884723
Mariana 3740,Conservador,21,14880.89606762163,28,230185.23770576072,5,1,EUA,13.75,1,14,4,4,1,0,0,1,8,30528.968651829728,0.8499999999999999,1,Alta,Caixa,238,1,37597.93845055456,0.31833406923972263,0.017342406757523597,0.005886162073213886,0.19917351652700932,0.4592638454025306,37597.93845055456
Luca 7587,Moderado,56,14083.907493967086,67,1359854.8816107307,5,0,EUA,13.75,0,1,3,3,1,0,0,0,0,0.0,0.1,0,Baixa,Caixa,542,0,145079.33350030385,0.08683586761811567,0.12139374503764398,0.08047386001904905,0.14235293803758586,0.5689435892876055,145079.33350030385
Felipe 6336,Agressivo,37,9570.70781811634,5,435514.9616858567,17,1,Brasil,13.75,0,3,2,2,0,0,1,0,3,0.0,0.2,0,Baixa,ETF,309,0,56652.34645154397,0.15274196395790476,0.13812874244185538,0.050461926556711424,0.17179902450509604,0.48686834253843236,56652.34645154397
Bruno 2280,Agressivo,42,13710.70708403972,100,1337359.6498099526,5,1,Brasil,2.0,1,12,4,5,0,1,0,1,9,94106.21833818308,0.8999999999999999,1,Alta,Multimercado,794,1,44761.264848575505,0.257917788040055,0.28977598025830564,0.1214722333655597,0.0608572506939162,0.2699767476421634,44761.264848575505
Fernanda 3206,Conservador,45,9182.558703116474,60,1725239.1619604744,11,2,Brasil,13.75,0,7,1,1,0,0,0,0,4,0.0,0.0,0,,ETF,435,0,114072.50857191219,0.2634794524764365,0.109297901345448,0.07048099581941891,0.18203973662128556,0.374701913737411,114072.50857191219
Mariana 4297,Conservador,29,12819.429200870763,15,1307529.334911871,9,0,Brasil,5.0,0,2,2,3,0,0,0,0,0,0.0,0.0,0,,Caixa,797,0,23072.993412798718,0.3179234127996833,0.23018007884957808,0.06626963238000981,0.12875942121407927,0.2568674547566496,23072.993412798718
Vinicius 4760,Conservador,19,8317.66709665409,81,247540.4691316478,15,0,Alemanha,13.75,0,3,3,2,0,0,0,0,1,0.0,0.0,0,,Multimercado,462,0,149160.27653624502,0.12395347378846577,0.20654452929503359,0.030794236604664252,0.22826956748418592,0.4104381928276505,149160.27653624502
Henrique 3741,Agressivo,60,18065.153802224057,44,1151419.3723544157,3,0,Brasil,5.0,0,0,2,3,0,1,0,0,0,0.0,0.15,0,Baixa,Renda Variável,619,0,140339.2196484596,0.059766492856290036,0.11118128268015011,0.03634795240069449,0.06318104959298303,0.7295232224698823,140339.2196484596
Fernanda 3610,Agressivo,31,5719.053383672622,119,793321.0815809862,16,1,Alemanha,13.75,0,5,2,2,0,1,0,0,4,0.0,0.15,0,Baixa,Renda Fixa,292,0,149616.35665157004,0.16944335226128204,0.18842140160359308,0.11815909935417471,0.04698661484511182,0.4769895319358384,149616.35665157004
Luca 2151,Moderado,39,16929.135318043325,46,693308.1640777645,9,0,Brasil,13.75,0,1,1,2,0,0,0,1,0,0.0,0.2,0,Baixa,ETF,515,0,37590.11245204201,0.383278465979794,0.11828194424449166,0.06744695827651677,0.08462300846172888,0.34636962303746865,37590.11245204201
Bruno 3503,Conservador,48,12155.66331206932,29,643877.622573366,6,2,Brasil,5.0,0,4,1,1,0,0,0,0,3,0.0,0.0,0,,Multimercado,126,0,133969.62219184602,0.20106346702843605,0.2222318071301414,0.09698044263222211,0.2793784206098515,0.20034586259934883,133969.62219184602
Larissa 2647,Moderado,40,10042.132018632037,68,1859570.1254010946,9,2,Brasil,13.75,0,5,3,3,0,0,0,0,3,0.0,0.0,0,,Renda Variável,714,0,46300.3794309289,0.29146176534570933,0.23720631001305764,0.12737917447133051,0.1769760657628673,0.16697668440703528,46300.3794309289
Mariana 5671,Moderado,65,12668.011686782953,96,1487589.8387886782,19,1,EUA,13.75,0,0,3,4,1,0,0,1,0,0.0,0.30000000000000004,0,Baixa,Caixa,1022,0,115813.5381744471,0.377570383889362,0.18788547051274215,0.19385059803910754,0.2633375634930803,-0.022644015934291994,115813.5381744471
Paula 1102,Moderado,37,14933.392028712724,49,276359.0912647871,6,0,Brasil,13.75,0,1,1,2,0,0,0,0,1,0.0,0.0,0,,Renda Variável,251,0,52422.79853346019,0.3633599900830701,0.2689495571479007,0.13659108668280592,0.08634715947985135,0.1447522066063719,52422.79853346019
Letícia 7755,Agressivo,55,17466.986946777586,43,957250.9046676029,11,1,Brasil,13.75,0,5,3,4,0,0,0,0,3,0.0,0.0,0,,Multimercado,901,0,34123.7588855949,0.0528736590797752,0.083460598593048,0.15896362731696842,0.015294364787981728,0.6894077502222267,34123.7588855949
Natália 7967,Moderado,21,13252.572092534128,102,643263.9197552999,2,2,Brasil,5.0,0,5,2,2,1,0,0,0,3,0.0,0.1,0,Baixa,Renda Fixa,606,0,74136.60755515586,0.2227802046054198,0.11070797182295442,0.13983790779489322,0.1607910985711122,0.3658828172056203,74136.60755515586
Tiago 3954,Moderado,32,8437.21565895089,68,1956097.2419664569,18,0,Brasil,13.75,1,13,3,3,1,1,1,0,7,80723.63130634258,0.7999999999999999,1,Alta,Renda Fixa,967,1,84843.35600847537,0.1346534680434973,0.24796991063327703,0.01823844994184274,0.11375327849735202,0.48538489288403086,84843.35600847537
Rodrigo 1799,Moderado,41,12222.520495063154,77,1956277.6561768074,7,1,Brasil,13.75,0,7,3,3,0,0,0,0,5,0.0,0.0,0,,Caixa,1040,0,57668.88880356975,0.10993047796369929,0.017857883145621478,0.03837098602681935,0.2196159464308433,0.6142247064330166,57668.88880356975
Rodrigo 3273,Conservador,42,19267.17294664949,20,645873.6039227395,4,1,EUA,13.75,1,9,3,2,1,0,0,1,5,76633.0902407427,0.55,1,Média,Renda Variável,1133,1,123175.30871707007,0.1588970713589296,0.1404467263597691,0.16640720851988797,0.2671232214163731,0.2671257723450402,123175.30871707007
Rodrigo 8995,Moderado,18,17390.712342050494,111,710705.1011294549,7,2,Brasil,13.75,0,3,3,2,0,0,0,0,3,0.0,0.0,0,,Renda Fixa,235,0,60359.027934258695,0.23703752457148952,0.13602001260102917,0.025300283053681885,0.042264496701400776,0.5593776830723987,60359.027934258695
Amanda 5038,Conservador,24,15635.053912497435,18,1202834.2722017257,17,0,Brasil,13.75,0,4,3,3,0,0,0,0,2,0.0,0.0,0,,Caixa,12,0,4950.941409135576,0.3861657375785808,0.17388261543602984,0.1605292842922792,0.1166224562165456,0.16279990647656462,4950.941409135576
Paula 9594,Moderado,48,15182.748080489546,64,963820.9585117252,4,0,Brasil,13.75,1,10,5,5,1,1,0,1,7,42437.06031209026,0.8999999999999999,1,Alta,Caixa,345,1,22871.398261356102,0.1530540798780162,0.125516996442175,0.05332851052162777,0.29866109070057056,0.36943932245761046,22871.398261356102
Mariana 2098,Conservador,29,14797.800362426167,49,434070.7355952984,13,1,Brasil,13.75,0,3,3,3,0,0,0,0,2,0.0,0.0,0,,Renda Variável,1143,0,13611.118417582513,0.03637544658245613,0.09963526548605149,0.14669323916186452,0.16686298771800456,0.5504330610516233,13611.118417582513
Eduardo 2394,Moderado,59,16635.019338039478,115,1324220.2123073367,19,1,Brasil,13.75,1,12,4,4,1,0,1,1,9,75501.4375448065,1.0,1,Alta,Caixa,474,1,128383.65197765801,0.033875915541848926,0.2269457367404239,0.15902583564182116,0.20978863895942237,0.37036387311648367,128383.65197765801
Natália 8603,Agressivo,22,10173.484857112378,42,674916.0013117245,4,1,Alemanha,13.75,0,3,3,4,0,0,0,1,2,0.0,0.2,0,Baixa,Multimercado,223,1,94246.53125689943,0.2889691160169734,0.0892068517625486,0.015059666172112185,0.29855302220160185,0.30821134384676396,94246.53125689943
Juliana 4110,Moderado,61,6579.655736899976,101,1310895.8316810136,13,0,Alemanha,13.75,1,8,3,2,1,1,1,1,5,78417.21886566312,0.8999999999999999,1,Alta,Caixa,1032,1,122961.09454953398,0.2598228176974559,0.1240101825547629,0.08112643596431818,0.15667356233047247,0.3783670014529905,122961.09454953398
Juliana 5298,Agressivo,67,12276.014002948246,12,773526.2294323215,1,1,Brasil,13.75,0,7,1,2,0,0,0,0,3,0.0,0.0,0,,Multimercado,820,0,16867.696196622463,0.1308815575759167,0.08621134473096743,0.026253917036902788,0.06360285980039965,0.6930503208558134,16867.696196622463
Bianca 7497,Moderado,59,8729.673652889236,89,1403417.6887739806,2,1,EUA,13.75,0,3,3,4,0,0,0,1,2,0.0,0.2,0,Baixa,Renda Fixa,71,0,88288.30011986599,0.2185777085724807,0.17321480974555784,0.012089351357253399,0.23496304998328468,0.3611550803414234,88288.30011986599
Felipe 5014,Conservador,55,7779.916978491262,94,1338920.9470704047,7,1,EUA,13.75,1,12,5,4,1,0,1,1,7,45882.58929129542,0.95,1,Alta,Renda Fixa,396,1,74344.82554055093,0.02099640561581322,0.16952175643653172,0.1955109927935743,0.20387606420744583,0.4100947809466349,74344.82554055093
Henrique 5839,Agressivo,29,9118.885693648273,79,1022537.3842827914,17,2,Brasil,13.75,0,2,1,1,0,0,0,0,0,0.0,0.0,0,,Renda Fixa,46,0,21810.985262119953,0.23124234977216584,0.13793897462743526,0.045764529816059635,0.2609385679619105,0.3241155778224287,21810.985262119953
Natália 5301,Moderado,56,21941.255698134744,119,1412432.5815145534,7,2,Brasil,13.75,1,10,5,5,1,1,1,0,7,46791.97861152593,0.8999999999999999,1,Alta,Multimercado,446,1,147127.18204769216,0.3492832261673535,0.21690722383167496,0.032906428116053175,0.12129159475842664,0.27961152712649173,147127.18204769216
Rafael 7629,Moderado,35,12544.498536303377,36,927321.6957017103,13,1,EUA,13.75,1,8,3,3,0,1,0,0,4,55071.7315995089,0.4,0,Baixa,Renda Variável,583,0,93393.63324018416,0.23569295099043788,0.06273825236619804,0.09898829519656092,0.23236580172802734,0.37021469971877585,93393.63324018416
André 3507,Moderado,19,13447.631345443953,8,241115.2163037446,17,1,Brasil,13.75,0,2,1,1,0,0,0,0,2,0.0,0.0,0,,Renda Fixa,503,0,135411.09404664353,0.0741562869067847,0.07547270900473226,0.1270150904273201,0.2672004784508773,0.4561554352102857,135411.09404664353
Juliana 6860,Conservador,27,7110.548771982983,28,372391.4441413357,1,1,Brasil,13.75,0,6,1,2,0,0,0,0,4,0.0,0.0,0,,Caixa,346,0,119053.99006134547,0.25007705448732,0.2325625184278718,0.17837269511288276,0.20949664888054798,0.12949108309137747,119053.99006134547
Natália 1842,Conservador,32,4624.98816482948,116,499526.3369895696,2,0,Brasil,5.0,0,0,2,2,1,0,0,0,0,0.0,0.1,0,Baixa,Renda Fixa,541,0,112061.52123976678,0.1325889510300903,0.29956024689285154,0.09834667026273652,0.10664071427496352,0.36286341753935814,112061.52123976678
Beatriz 4186,Moderado,47,8723.789427524776,86,135825.5671691362,6,1,Brasil,13.75,0,7,1,2,0,0,0,0,5,0.0,0.0,0,,ETF,112,0,46875.43405831796,0.3248211877870524,0.11866702876859307,0.01728283287523713,0.1010684063158553,0.4381605442532621,46875.43405831796
Bruno 8722,Moderado,61,17752.782340834994,60,1425648.6290550334,12,0,Brasil,13.75,0,6,3,2,0,0,0,1,5,0.0,0.2,0,Baixa,ETF,758,0,13714.41477684056,0.18395734730890118,0.29986432207119906,0.07676296723590521,0.0829400512359227,0.3564753121480718,13714.41477684056
Paula 7920,Conservador,34,13337.101864306085,49,741106.5513949206,13,0,EUA,13.75,1,12,4,3,1,1,0,1,8,48832.02543301428,1.0,1,Alta,ETF,373,1,136378.77319899743,0.2929921168357037,0.2409654363003001,0.17508065086344846,0.15072989993745306,0.1402318960630946,136378.77319899743
Sofia 6402,Moderado,21,14394.380365777568,38,196111.3596907246,9,1,Brasil,13.75,0,7,2,1,0,0,0,0,3,0.0,0.0,0,,ETF,775,0,104412.14136539907,0.02066724453236928,0.11591394143404432,0.03211988322674721,0.19595409413117879,0.6353448366756604,104412.14136539907
Luca 7587,Agressivo,24,14954.264156808245,80,1641716.6602439047,17,1,EUA,13.75,0,2,1,2,1,0,0,1,0,0.0,0.30000000000000004,0,Baixa,ETF,585,1,1350.8457722700555,0.26351110899031077,0.10179102396687677,0.03241009766202618,0.15301233383693724,0.4492754355438491,1350.8457722700555
Juliana 5571,Moderado,58,9634.602480806889,58,1370472.026082514,18,1,Brasil,13.75,0,6,2,2,0,1,0,0,4,0.0,0.15,0,Baixa,Renda Variável,21,0,119065.55965856364,0.29487462650270296,0.05100238798478036,0.01944986333477974,0.03608788876567156,0.5985852334120654,119065.55965856364
Felipe 3202,Agressivo,48,17551.86233589347,5,909926.2318841248,8,1,Brasil,13.75,0,6,3,4,1,0,0,0,5,0.0,0.1,0,Baixa,Multimercado,651,0,147060.09249531222,0.2772072529066307,0.2225206128653535,0.05727097580684362,0.13104571544559884,0.3119554429755734,147060.09249531222
Larissa 9012,Agressivo,68,9468.769603111272,46,502376.41683454113,8,2,Brasil,13.75,0,0,2,1,0,0,0,0,0,0.0,0.0,0,,Renda Variável,980,0,95162.3222825224,0.3611815919637299,0.12343354338506751,0.001792848977719297,0.10054719171234423,0.41304482396113906,95162.3222825224
Bruno 6437,Moderado,56,17624.92943705021,98,311974.32864776504,11,1,EUA,13.75,1,12,4,4,1,0,0,0,7,44727.66494407583,0.5499999999999999,1,Média,Renda Fixa,1033,1,85655.1873496758,0.22017056109578115,0.08520032603416906,0.13746148798346547,0.2441018663857516,0.31306575850083274,85655.1873496758
André 8127,Conservador,51,13769.208624541363,113,922164.6415925734,8,1,EUA,13.75,0,6,1,1,0,0,0,0,4,0.0,0.0,0,,Renda Variável,951,0,16220.88990611847,0.36647964177035514,0.27935911058198,0.10696133351114126,0.08854015895865758,0.15865975517786612,16220.88990611847
Rodrigo 5657,Conservador,23,4843.819383014711,102,1771639.028591019,18,0,EUA,5.0,1,8,4,5,1,0,0,0,5,93296.11774373392,0.44999999999999996,0,Média,Renda Fixa,272,0,1062.971761532514,0.25518915139606707,0.008825565256739542,0.12223389124789237,0.28189432020948463,0.3318570718898164,1062.971761532514
